Customer_ID,Gender,Age,Country,Subscription_Plan,Monthly_Charges,Account_Age_Months,Watch_Hours_Per_Month,Favorite_Genre,Devices_Used,Profiles_Created,Downloads_Per_Month,Support_Tickets,Payment_Failures,Last_Login_Days_Ago,Satisfaction_Score,Auto_Renewal,Churn,Age_Category
CUST03066,Female,41 ,India,Basic,199,17,51,Horror,5,5,46,4,5,4,8,No,No,Middle Aged
CUST03067,Male,18 ,France,Standard,499,61,38,Action,5,3,39,0,5,33,2,No,Yes,Young
CUST03068,Female,57 ,Canada,Standard,499,50,45,Romance,4,2,37,6,5,114,9,No,Yes,Senior
CUST03069,Male,47 ,Canada,Standard,499,4,63,Action,4,4,47,8,4,109,4,No,Yes,Middle Aged
CUST03070,Male,22 ,USA,Premium,649,51,47,Drama,3,1,43,5,4,37,8,Yes,No,Young
CUST03071,Female,58 ,South Korea,Basic,199,8,39,Horror,4,2,12,8,4,68,10,Yes,Yes,Senior
CUST03072,Male,46 ,South Korea,Standard,499,70,40,Action,5,5,21,1,4,17,8,Yes,No,Middle Aged
CUST03073,Male,39 ,India,Basic,199,50,22,Thriller,4,4,45,4,3,19,2,Yes,Yes,Adult
CUST03074,Male,38 ,France,Premium,649,66,37,Romance,4,1,18,0,0,71,8,No,No,Adult
CUST03075,Male,67 ,Canada,Standard,499,16,54,Comedy,1,2,3,8,5,39,4,Yes,Yes,Senior
CUST03076,Male,24 ,Germany,Premium,649,52,50,Comedy,2,4,29,2,3,101,9,Yes,Yes,Young
CUST03077,Female,46 ,Japan,Premium,649,7,84,Comedy,3,1,8,3,4,59,5,Yes,Yes,Middle Aged
CUST03078,Female,44 ,Canada,Basic,199,40,17,Sci-Fi,3,2,11,6,1,27,4,No,Yes,Middle Aged
CUST03079,Male,39 ,USA,Standard,499,52,30,Horror,2,1,45,6,1,114,3,Yes,Yes,Adult
CUST03080,Female,61 ,India,Basic,199,2,25,Action,3,4,24,1,1,90,3,No,Yes,Senior
CUST03081,Male,69 ,Japan,Basic,199,14,33,Sci-Fi,1,4,25,2,4,52,3,Yes,Yes,Senior
CUST03082,Female,28 ,Japan,Basic,199,13,77,Comedy,2,3,8,2,1,55,6,Yes,No,Adult
CUST03083,Female,24 ,Brazil,Standard,499,35,73,Drama,3,2,30,3,3,45,6,No,No,Young
CUST03084,Male,32 ,Canada,Premium,649,3,38,Drama,3,2,2,1,0,7,4,Yes,No,Adult
CUST03085,Female,25 ,South Korea,Premium,649,27,79,Action,3,2,47,5,1,17,1,Yes,No,Adult
CUST03086,Female,37 ,Germany,Basic,199,72,51,Drama,3,4,22,2,2,71,6,Yes,No,Adult
CUST03087,Male,28 ,Australia,Basic,199,29,20,Horror,1,4,16,4,1,31,4,Yes,No,Adult
CUST03088,Male,54 ,UK,Standard,499,29,62,Action,3,3,40,3,0,38,4,Yes,No,Middle Aged
CUST03089,Female,61 ,India,Premium,649,31,75,Thriller,1,5,47,0,0,48,4,No,Yes,Senior
CUST03090,Female,20 ,UK,Basic,199,70,36,Drama,3,3,50,8,3,49,3,No,Yes,Young
CUST03091,Female,38 ,USA,Standard,499,63,81,Thriller,5,2,30,8,2,93,10,No,No,Adult
CUST03092,Male,51 ,Australia,Standard,499,16,37,Horror,1,4,12,4,2,70,1,Yes,Yes,Middle Aged
CUST03093,Male,45 ,Brazil,Premium,649,10,42,Comedy,2,2,28,6,0,77,9,No,No,Middle Aged
CUST03094,Male,52 ,South Korea,Premium,649,44,52,Romance,5,5,15,3,0,48,9,No,No,Middle Aged
CUST03095,Female,31 ,Canada,Premium,649,44,35,Thriller,3,1,3,4,0,71,8,Yes,No,Adult
CUST03096,Male,60 ,Japan,Standard,499,15,32,Romance,2,1,24,8,0,13,1,No,Yes,Senior
CUST03097,Female,56 ,India,Standard,499,63,59,Documentary,3,3,17,6,5,35,10,No,No,Senior
CUST03098,Female,64 ,Japan,Standard,499,38,54,Drama,4,5,20,6,0,113,3,Yes,Yes,Senior
CUST03099,Male,66 ,Brazil,Basic,199,33,53,Action,1,4,47,8,3,2,9,Yes,No,Senior
CUST03100,Male,54 ,Brazil,Basic,199,33,62,Horror,5,4,23,8,4,66,2,No,Yes,Middle Aged
CUST03101,Female,27 ,France,Standard,499,35,66,Documentary,4,1,0,5,4,41,9,Yes,No,Adult
CUST03102,Male,54 ,South Korea,Premium,649,51,2,Documentary,1,3,38,2,0,17,9,Yes,No,Middle Aged
CUST03103,Female,47 ,USA,Basic,199,48,65,Romance,3,2,38,5,1,85,6,Yes,No,Middle Aged
CUST03104,Female,41 ,South Korea,Basic,199,42,12,Comedy,1,3,34,7,1,68,4,Yes,Yes,Middle Aged
CUST03105,Female,18 ,Japan,Premium,649,55,26,Drama,3,4,48,2,1,38,1,Yes,No,Young
CUST03106,Female,52 ,Canada,Standard,499,27,29,Documentary,1,5,9,3,3,58,8,No,Yes,Middle Aged
CUST03107,Female,33 ,India,Basic,199,11,25,Romance,3,3,32,2,1,40,4,No,Yes,Adult
CUST03108,Male,62 ,Canada,Basic,199,27,58,Horror,3,3,26,6,2,67,10,Yes,No,Senior
CUST03109,Female,60 ,Japan,Standard,499,39,56,Comedy,3,4,50,0,0,95,10,Yes,No,Senior
CUST03110,Female,48 ,Canada,Standard,499,42,35,Action,4,3,34,7,2,37,9,Yes,No,Middle Aged
CUST03111,Male,29 ,USA,Basic,199,29,75,Comedy,5,4,13,3,1,82,4,Yes,Yes,Adult
CUST03112,Male,18 ,Canada,Basic,199,46,82,Action,5,1,47,5,1,2,3,No,Yes,Young
CUST03113,Male,56 ,Germany,Premium,649,28,50,Action,1,5,20,6,0,87,7,No,No,Senior
CUST03114,Female,57 ,India,Premium,649,12,62,Drama,4,5,40,4,1,56,1,No,Yes,Senior
CUST03115,Male,62 ,South Korea,Basic,199,46,49,Romance,5,2,27,8,3,82,4,No,Yes,Senior
CUST03116,Male,66 ,Germany,Standard,499,28,47,Action,2,3,22,0,2,77,7,Yes,No,Senior
CUST03117,Female,19 ,Japan,Basic,199,11,64,Comedy,1,1,28,5,4,64,9,Yes,Yes,Young
CUST03118,Male,63 ,Germany,Premium,649,54,51,Action,2,4,2,2,3,58,4,No,Yes,Senior
CUST03119,Male,49 ,Brazil,Premium,649,72,14,Sci-Fi,4,4,4,3,2,13,4,No,Yes,Middle Aged
CUST03120,Female,32 ,Canada,Basic,199,51,0,Comedy,2,3,3,2,3,113,9,Yes,Yes,Adult
CUST03121,Female,68 ,Germany,Premium,649,8,46,Comedy,5,2,50,3,2,53,4,Yes,Yes,Senior
CUST03122,Male,23 ,India,Basic,199,55,65,Sci-Fi,5,1,33,8,3,89,3,No,Yes,Young
CUST03123,Female,33 ,USA,Standard,499,20,26,Action,4,2,50,3,2,76,8,Yes,No,Adult
CUST03124,Male,18 ,USA,Premium,649,51,25,Sci-Fi,3,5,44,8,1,106,7,No,No,Young
CUST03125,Male,45 ,Australia,Basic,199,69,51,Thriller,2,4,29,0,1,91,3,No,Yes,Middle Aged
CUST03126,Male,48 ,UK,Basic,199,53,29,Horror,4,3,16,5,3,34,5,No,No,Middle Aged
CUST03127,Male,22 ,Canada,Premium,649,40,24,Sci-Fi,1,2,14,2,2,76,7,Yes,No,Young
CUST03128,Male,48 ,South Korea,Basic,199,60,26,Thriller,4,5,27,5,5,103,10,No,Yes,Middle Aged
CUST03129,Female,18 ,UK,Standard,499,9,49,Thriller,1,1,29,7,5,47,1,No,Yes,Young
CUST03130,Male,67 ,Australia,Premium,649,38,11,Documentary,2,1,11,3,2,100,8,Yes,Yes,Senior
CUST03131,Male,22 ,UK,Premium,649,37,47,Drama,2,4,50,1,3,95,3,No,Yes,Young
CUST03132,Male,54 ,Canada,Standard,499,66,35,Romance,3,4,12,2,4,38,1,No,Yes,Middle Aged
CUST03133,Female,50 ,India,Premium,649,26,38,Drama,3,1,36,6,4,22,4,Yes,Yes,Middle Aged
CUST03134,Male,49 ,South Korea,Premium,649,9,45,Thriller,4,1,26,0,1,107,7,Yes,No,Middle Aged
CUST03135,Male,60 ,Canada,Premium,649,36,31,Sci-Fi,3,4,32,5,1,78,7,Yes,No,Senior
CUST03136,Female,62 ,India,Standard,499,39,27,Romance,2,4,3,8,0,114,2,No,Yes,Senior
CUST03137,Male,69 ,Canada,Basic,199,7,40,Comedy,3,5,18,3,4,28,9,Yes,No,Senior
CUST03138,Female,19 ,Japan,Standard,499,26,26,Drama,2,5,20,0,2,93,10,No,No,Young
CUST03139,Male,57 ,USA,Premium,649,45,75,Romance,3,4,28,8,5,100,3,Yes,Yes,Senior
CUST03140,Female,33 ,India,Basic,199,6,76,Comedy,3,4,37,5,2,118,9,No,No,Adult
CUST03141,Female,56 ,USA,Premium,649,12,46,Sci-Fi,3,4,28,3,2,26,6,No,No,Senior
CUST03142,Male,57 ,Canada,Basic,199,29,35,Romance,2,3,23,2,2,79,8,No,No,Senior
CUST03143,Male,58 ,France,Premium,649,6,24,Sci-Fi,3,2,3,7,5,118,5,No,Yes,Senior
CUST03144,Male,63 ,Japan,Standard,499,2,49,Horror,1,4,44,2,5,85,5,No,Yes,Senior
CUST03145,Male,56 ,Brazil,Basic,199,50,46,Drama,2,5,28,8,2,13,4,Yes,No,Senior
CUST03146,Female,70 ,Canada,Premium,649,44,16,Romance,2,3,35,7,1,85,2,Yes,Yes,Senior
CUST03147,Female,57 ,France,Basic,199,14,53,Action,1,2,32,4,0,33,8,No,No,Senior
CUST03148,Female,68 ,Canada,Premium,649,21,22,Comedy,1,5,35,1,2,62,7,No,No,Senior
CUST03149,Male,44 ,Australia,Premium,649,36,50,Documentary,2,4,2,1,3,46,1,Yes,Yes,Middle Aged
CUST03150,Male,21 ,USA,Basic,199,43,87,Action,4,4,46,1,2,32,10,Yes,No,Young
CUST03151,Female,21 ,USA,Standard,499,13,37,Thriller,1,5,21,5,2,11,6,Yes,No,Young
CUST03152,Female,25 ,Japan,Basic,199,60,46,Comedy,1,1,9,8,2,67,4,No,Yes,Adult
CUST03153,Male,40 ,South Korea,Standard,499,69,49,Documentary,2,4,18,8,1,36,4,No,Yes,Adult
CUST03154,Female,63 ,South Korea,Premium,649,56,31,Horror,4,5,32,2,0,70,10,No,No,Senior
CUST03155,Female,57 ,Brazil,Standard,499,55,23,Drama,3,5,19,4,0,34,7,Yes,No,Senior
CUST03156,Female,23 ,Japan,Standard,499,43,27,Documentary,4,3,7,3,2,54,1,No,Yes,Young
CUST03157,Female,59 ,Brazil,Standard,499,32,50,Action,1,3,34,6,3,23,5,No,No,Senior
CUST03158,Male,30 ,Germany,Standard,499,61,14,Comedy,3,1,4,2,0,110,2,Yes,Yes,Adult
CUST03159,Male,36 ,South Korea,Standard,499,72,71,Documentary,2,4,2,6,0,53,3,Yes,Yes,Adult
CUST03160,Male,42 ,Australia,Basic,199,55,35,Documentary,1,1,13,3,0,5,9,Yes,No,Middle Aged
CUST03161,Male,26 ,India,Premium,649,38,33,Documentary,1,1,30,3,5,53,2,Yes,Yes,Adult
CUST03162,Male,35 ,Australia,Standard,499,71,0,Action,5,2,20,3,1,13,2,Yes,Yes,Adult
CUST03163,Female,40 ,Canada,Premium,649,57,55,Horror,2,3,38,7,4,110,4,Yes,Yes,Adult
CUST03164,Male,42 ,USA,Basic,199,44,38,Comedy,1,5,27,7,1,65,3,Yes,Yes,Middle Aged
CUST03165,Female,67 ,South Korea,Standard,499,29,28,Thriller,4,3,38,0,0,64,9,Yes,No,Senior
CUST03166,Male,35 ,UK,Standard,499,52,64,Sci-Fi,5,3,8,1,0,82,6,Yes,No,Adult
CUST03167,Female,62 ,UK,Premium,649,48,70,Romance,3,5,31,7,5,36,10,No,No,Senior
CUST03168,Female,33 ,India,Premium,649,48,9,Horror,4,1,37,6,3,69,5,No,Yes,Adult
CUST03169,Female,42 ,India,Basic,199,2,47,Romance,1,3,24,4,2,7,1,No,Yes,Middle Aged
CUST03170,Male,26 ,France,Premium,649,50,71,Drama,4,2,12,8,4,59,10,Yes,Yes,Adult
CUST03171,Male,26 ,France,Standard,499,13,39,Thriller,2,3,4,1,4,49,2,Yes,Yes,Adult
CUST03172,Female,21 ,USA,Basic,199,28,25,Drama,5,1,39,7,1,45,6,No,No,Young
CUST03173,Male,37 ,India,Basic,199,72,49,Comedy,5,1,0,6,2,79,8,Yes,No,Adult
CUST03174,Male,19 ,Germany,Premium,649,59,11,Horror,3,3,23,3,0,97,6,Yes,Yes,Young
CUST03175,Female,28 ,South Korea,Basic,199,34,69,Documentary,4,4,28,1,2,14,9,Yes,No,Adult
CUST03176,Male,38 ,France,Standard,499,46,35,Thriller,1,1,20,7,5,51,5,Yes,Yes,Adult
CUST03177,Female,42 ,Japan,Standard,499,72,73,Horror,4,1,43,1,3,62,2,Yes,Yes,Middle Aged
CUST03178,Male,66 ,France,Basic,199,36,48,Comedy,4,4,9,2,4,86,7,Yes,Yes,Senior
CUST03179,Female,58 ,France,Basic,199,34,65,Comedy,3,1,49,2,5,51,7,No,Yes,Senior
CUST03180,Female,31 ,Canada,Standard,499,68,60,Sci-Fi,2,5,50,2,4,8,5,No,No,Adult
CUST03181,Male,52 ,USA,Basic,199,18,15,Comedy,1,1,31,1,1,62,6,No,No,Middle Aged
CUST03182,Male,64 ,UK,Standard,499,4,49,Documentary,2,3,8,1,4,37,10,Yes,No,Senior
CUST03183,Female,68 ,Japan,Standard,499,12,42,Horror,3,2,14,7,4,25,3,Yes,Yes,Senior
CUST03184,Male,46 ,Japan,Basic,199,3,52,Comedy,5,2,16,5,4,74,2,No,Yes,Middle Aged
CUST03185,Female,58 ,Brazil,Premium,649,72,22,Thriller,5,5,4,5,3,15,3,Yes,Yes,Senior
CUST03186,Male,26 ,Germany,Basic,199,63,16,Documentary,2,4,24,6,4,86,4,No,Yes,Adult
CUST03187,Male,44 ,UK,Premium,649,22,53,Thriller,2,3,25,7,4,16,7,No,No,Middle Aged
CUST03188,Male,49 ,South Korea,Standard,499,33,69,Comedy,5,1,28,8,5,108,10,Yes,Yes,Middle Aged
CUST03189,Female,49 ,Germany,Standard,499,53,66,Horror,1,5,33,0,0,111,1,Yes,Yes,Middle Aged
CUST03190,Male,51 ,India,Basic,199,28,39,Sci-Fi,1,3,46,5,5,117,4,No,Yes,Middle Aged
CUST03191,Female,20 ,Australia,Basic,199,1,45,Action,3,1,23,2,1,24,2,Yes,No,Young
CUST03192,Female,60 ,Germany,Basic,199,46,5,Action,2,1,42,1,4,120,1,No,Yes,Senior
CUST03193,Male,22 ,Germany,Basic,199,27,12,Comedy,4,3,1,7,1,11,10,Yes,No,Young
CUST03194,Female,63 ,Brazil,Standard,499,72,38,Sci-Fi,3,3,17,8,4,31,2,Yes,Yes,Senior
CUST03195,Male,29 ,South Korea,Basic,199,23,17,Drama,2,5,34,4,0,107,5,Yes,No,Adult
CUST03196,Female,34 ,Germany,Standard,499,40,59,Thriller,3,1,6,2,5,112,10,Yes,Yes,Adult
CUST03197,Female,48 ,Germany,Basic,199,47,64,Drama,5,4,44,0,1,52,9,Yes,No,Middle Aged
CUST03198,Male,70 ,Brazil,Standard,499,21,70,Thriller,5,5,18,1,5,63,7,Yes,Yes,Senior
CUST03199,Female,22 ,USA,Premium,649,10,45,Thriller,4,2,38,1,3,65,8,Yes,Yes,Young
CUST03200,Male,40 ,Brazil,Premium,649,8,41,Romance,1,4,46,0,4,3,9,Yes,No,Adult
CUST03201,Female,45 ,UK,Basic,199,4,24,Horror,1,1,17,7,1,61,9,Yes,No,Middle Aged
CUST03202,Male,47 ,USA,Premium,649,34,91,Sci-Fi,2,2,34,3,1,12,6,No,No,Middle Aged
CUST03203,Female,49 ,Canada,Standard,499,27,33,Romance,2,1,40,4,0,44,3,Yes,No,Middle Aged
CUST03204,Male,52 ,France,Premium,649,67,37,Romance,1,2,16,0,1,26,6,Yes,No,Middle Aged
CUST03205,Female,56 ,South Korea,Basic,199,2,57,Action,3,2,37,7,1,24,7,Yes,No,Senior
CUST03206,Male,19 ,India,Basic,199,72,36,Drama,1,4,33,5,3,83,10,Yes,Yes,Young
CUST03207,Female,61 ,Australia,Premium,649,61,54,Documentary,4,5,32,0,0,119,6,Yes,No,Senior
CUST03208,Male,56 ,India,Standard,499,3,85,Horror,1,4,9,2,3,51,1,Yes,Yes,Senior
CUST03209,Male,36 ,South Korea,Premium,649,9,79,Romance,5,1,22,0,0,26,7,Yes,No,Adult
CUST03210,Female,41 ,Japan,Basic,199,30,82,Action,2,1,50,8,4,111,4,Yes,Yes,Middle Aged
CUST03211,Female,20 ,Japan,Standard,499,52,57,Horror,5,4,42,7,0,75,10,Yes,No,Young
CUST03212,Female,36 ,Canada,Basic,199,71,65,Comedy,1,4,16,5,5,81,7,No,Yes,Adult
CUST03213,Female,26 ,France,Basic,199,14,39,Romance,2,3,2,7,2,111,8,Yes,No,Adult
CUST03214,Female,57 ,Canada,Basic,199,64,47,Drama,2,1,17,3,3,78,1,No,Yes,Senior
CUST03215,Female,39 ,UK,Basic,199,10,42,Comedy,5,5,38,8,0,112,2,Yes,Yes,Adult
CUST03216,Female,68 ,India,Basic,199,22,0,Drama,2,5,22,1,0,46,8,No,Yes,Senior
CUST03217,Male,53 ,India,Standard,499,34,45,Horror,4,2,44,2,3,61,5,No,Yes,Middle Aged
CUST03218,Male,65 ,Brazil,Premium,649,3,59,Documentary,3,2,12,3,1,17,9,No,No,Senior
CUST03219,Female,65 ,UK,Standard,499,68,62,Action,4,4,14,0,4,87,8,No,Yes,Senior
CUST03220,Female,63 ,Brazil,Basic,199,5,51,Romance,3,3,39,2,1,18,2,Yes,No,Senior
CUST03221,Male,55 ,South Korea,Standard,499,62,52,Romance,1,1,13,7,4,33,7,Yes,No,Middle Aged
CUST03222,Male,22 ,Australia,Basic,199,38,35,Drama,5,3,37,4,0,21,7,Yes,No,Young
CUST03223,Female,57 ,India,Premium,649,56,43,Romance,5,2,9,4,1,115,7,Yes,No,Senior
CUST03224,Female,49 ,USA,Standard,499,56,44,Sci-Fi,1,2,3,1,5,22,4,Yes,Yes,Middle Aged
CUST03225,Female,67 ,Australia,Basic,199,46,56,Thriller,5,3,19,5,0,100,4,Yes,Yes,Senior
CUST03226,Female,68 ,Japan,Premium,649,46,52,Documentary,2,1,47,6,3,102,4,No,Yes,Senior
CUST03227,Male,40 ,South Korea,Premium,649,6,49,Horror,4,1,15,1,5,105,4,Yes,Yes,Adult
CUST03228,Female,41 ,USA,Standard,499,55,1,Documentary,2,1,9,4,3,1,7,Yes,Yes,Middle Aged
CUST03229,Female,34 ,Australia,Standard,499,41,42,Action,2,4,26,1,0,11,6,Yes,No,Adult
CUST03230,Male,30 ,South Korea,Standard,499,5,56,Thriller,5,3,22,5,1,2,7,Yes,No,Adult
CUST03231,Female,68 ,Brazil,Basic,199,66,32,Sci-Fi,5,3,43,0,5,76,5,Yes,Yes,Senior
CUST03232,Female,69 ,USA,Premium,649,8,46,Romance,5,5,43,5,3,84,8,No,Yes,Senior
CUST03233,Male,35 ,Australia,Standard,499,61,62,Horror,2,5,18,8,2,39,8,No,No,Adult
CUST03234,Female,68 ,Germany,Basic,199,50,47,Thriller,1,1,28,4,5,111,9,Yes,Yes,Senior
CUST03235,Male,38 ,USA,Premium,649,43,48,Drama,1,1,33,1,0,65,2,Yes,Yes,Adult
CUST03236,Male,52 ,India,Basic,199,49,53,Thriller,3,2,4,3,3,23,3,Yes,Yes,Middle Aged
CUST03237,Female,39 ,Australia,Standard,499,65,47,Horror,3,2,8,8,4,72,10,No,Yes,Adult
CUST03238,Female,42 ,France,Premium,649,15,44,Sci-Fi,5,2,28,0,3,28,1,Yes,Yes,Middle Aged
CUST03239,Female,64 ,Brazil,Basic,199,13,44,Documentary,2,3,0,5,2,41,4,No,Yes,Senior
CUST03240,Female,22 ,Australia,Premium,649,20,88,Sci-Fi,4,3,41,2,2,89,8,No,No,Young
CUST03241,Male,27 ,Canada,Premium,649,9,61,Documentary,5,1,21,1,4,59,7,No,Yes,Adult
CUST03242,Male,65 ,France,Standard,499,45,63,Documentary,5,1,46,1,4,74,6,No,Yes,Senior
CUST03243,Male,42 ,Australia,Standard,499,50,16,Horror,2,1,4,5,1,63,8,No,No,Middle Aged
CUST03244,Female,30 ,South Korea,Basic,199,47,8,Sci-Fi,3,1,45,3,1,44,5,No,No,Adult
CUST03245,Male,55 ,India,Basic,199,54,54,Documentary,3,5,34,2,0,7,3,Yes,No,Middle Aged
CUST03246,Male,63 ,Australia,Standard,499,7,69,Thriller,3,5,2,1,3,27,3,Yes,Yes,Senior
CUST03247,Female,29 ,Japan,Premium,649,42,33,Thriller,2,3,2,8,0,91,6,No,No,Adult
CUST03248,Male,37 ,Brazil,Basic,199,63,19,Romance,4,2,23,8,4,116,7,No,Yes,Adult
CUST03249,Female,42 ,India,Premium,649,44,66,Horror,4,5,45,4,5,77,6,Yes,Yes,Middle Aged
CUST03250,Male,32 ,South Korea,Premium,649,43,39,Horror,3,1,39,5,3,52,1,No,Yes,Adult
CUST03251,Female,54 ,Australia,Premium,649,71,45,Romance,2,4,14,1,5,78,9,Yes,Yes,Middle Aged
CUST03252,Female,28 ,Brazil,Standard,499,44,49,Comedy,4,5,35,3,0,94,2,Yes,Yes,Adult
CUST03253,Female,39 ,India,Basic,199,29,59,Drama,3,4,6,3,4,69,2,No,Yes,Adult
CUST03254,Female,20 ,Japan,Standard,499,60,25,Thriller,1,3,17,4,2,66,6,Yes,No,Young
CUST03255,Male,66 ,South Korea,Standard,499,5,31,Sci-Fi,3,4,31,6,3,87,8,No,Yes,Senior
CUST03256,Female,67 ,South Korea,Standard,499,71,51,Action,3,1,40,6,0,71,10,No,No,Senior
CUST03257,Female,68 ,Germany,Standard,499,12,70,Comedy,5,5,36,1,5,114,10,No,Yes,Senior
CUST03258,Female,58 ,Japan,Basic,199,10,26,Comedy,2,5,46,3,1,62,1,No,Yes,Senior
CUST03259,Female,61 ,Brazil,Basic,199,63,48,Documentary,2,5,5,4,0,25,9,No,No,Senior
CUST03260,Female,22 ,Canada,Basic,199,62,36,Sci-Fi,5,1,5,1,3,119,6,Yes,Yes,Young
CUST03261,Female,34 ,India,Standard,499,32,18,Documentary,3,2,47,0,4,115,1,No,Yes,Adult
CUST03262,Male,21 ,UK,Standard,499,42,40,Thriller,2,5,50,0,0,23,3,Yes,No,Young
CUST03263,Male,20 ,Japan,Premium,649,34,19,Romance,4,5,42,0,2,24,5,Yes,No,Young
CUST03264,Female,30 ,Japan,Standard,499,44,53,Documentary,1,1,31,5,2,58,5,No,No,Adult
CUST03265,Male,32 ,Canada,Standard,499,11,59,Comedy,3,2,50,2,4,77,6,No,Yes,Adult
CUST03266,Female,20 ,Australia,Basic,199,72,32,Horror,5,4,29,5,3,36,8,Yes,No,Young
CUST03267,Male,42 ,France,Premium,649,65,86,Romance,1,3,12,8,5,64,9,No,Yes,Middle Aged
CUST03268,Male,49 ,USA,Basic,199,49,79,Documentary,3,4,44,7,5,21,1,Yes,Yes,Middle Aged
CUST03269,Male,24 ,France,Premium,649,49,74,Drama,3,3,38,5,3,51,6,No,Yes,Young
CUST03270,Female,38 ,Japan,Standard,499,49,58,Sci-Fi,5,5,27,3,5,112,10,No,Yes,Adult
CUST03271,Male,39 ,South Korea,Standard,499,42,32,Documentary,1,5,23,0,4,10,1,Yes,Yes,Adult
CUST03272,Male,62 ,France,Basic,199,54,41,Action,2,5,1,2,3,71,1,No,Yes,Senior
CUST03273,Male,27 ,South Korea,Basic,199,52,27,Sci-Fi,2,3,8,1,3,60,5,No,Yes,Adult
CUST03274,Female,64 ,France,Basic,199,47,47,Documentary,2,2,15,3,0,106,9,Yes,No,Senior
CUST03275,Male,18 ,France,Basic,199,43,59,Sci-Fi,4,3,32,7,4,109,10,No,Yes,Young
CUST03276,Male,63 ,South Korea,Basic,199,64,30,Sci-Fi,2,2,9,7,4,50,1,No,Yes,Senior
CUST03277,Female,18 ,Australia,Basic,199,17,72,Sci-Fi,5,4,17,3,1,95,4,Yes,Yes,Young
CUST03278,Male,63 ,USA,Standard,499,46,54,Horror,5,5,15,8,1,52,8,Yes,No,Senior
CUST03279,Female,44 ,India,Premium,649,19,55,Sci-Fi,5,2,18,2,1,34,1,Yes,No,Middle Aged
CUST03280,Female,43 ,Australia,Premium,649,34,40,Comedy,3,2,33,8,1,91,9,No,No,Middle Aged
CUST03281,Female,47 ,Germany,Standard,499,42,55,Horror,5,5,18,2,5,30,10,No,No,Middle Aged
CUST03282,Female,69 ,India,Premium,649,62,35,Drama,5,1,40,5,4,99,7,No,Yes,Senior
CUST03283,Female,57 ,France,Premium,649,15,12,Documentary,3,5,48,4,0,10,3,No,Yes,Senior
CUST03284,Male,54 ,Canada,Basic,199,32,58,Romance,1,5,16,8,5,35,3,No,Yes,Middle Aged
CUST03285,Male,24 ,France,Standard,499,37,53,Horror,5,2,47,2,4,59,3,No,Yes,Young
CUST03286,Male,66 ,South Korea,Standard,499,40,48,Action,2,1,1,5,3,3,3,Yes,Yes,Senior
CUST03287,Male,20 ,UK,Standard,499,53,29,Sci-Fi,1,4,25,4,2,41,8,No,No,Young
CUST03288,Male,43 ,Japan,Basic,199,43,56,Romance,2,5,37,2,2,7,3,No,Yes,Middle Aged
CUST03289,Male,40 ,Canada,Basic,199,28,52,Sci-Fi,3,4,48,7,1,38,6,Yes,No,Adult
CUST03290,Female,46 ,Australia,Basic,199,4,49,Drama,2,1,26,2,2,88,5,No,No,Middle Aged
CUST03291,Female,52 ,Germany,Basic,199,48,0,Documentary,1,4,1,3,3,64,6,No,Yes,Middle Aged
CUST03292,Female,59 ,Brazil,Premium,649,23,22,Documentary,4,5,49,7,2,70,4,No,Yes,Senior
CUST03293,Male,49 ,Germany,Standard,499,44,67,Sci-Fi,5,3,4,4,3,81,9,Yes,Yes,Middle Aged
CUST03294,Male,68 ,India,Standard,499,40,43,Romance,3,4,48,7,1,22,10,No,No,Senior
CUST03295,Male,58 ,India,Standard,499,2,33,Drama,3,5,39,6,0,109,3,No,Yes,Senior
CUST03296,Female,21 ,South Korea,Standard,499,71,33,Romance,3,2,9,1,1,78,3,Yes,Yes,Young
CUST03297,Male,18 ,Canada,Standard,499,24,60,Sci-Fi,2,3,10,5,1,76,1,Yes,Yes,Young
CUST03298,Male,36 ,France,Basic,199,55,38,Documentary,2,1,36,3,3,100,7,No,Yes,Adult
CUST03299,Female,34 ,Japan,Premium,649,23,40,Horror,5,2,1,5,0,49,4,No,Yes,Adult
CUST03300,Female,56 ,Germany,Standard,499,61,100,Sci-Fi,4,2,21,0,1,56,8,No,No,Senior
CUST03301,Female,56 ,South Korea,Premium,649,67,49,Romance,1,4,43,0,0,102,1,Yes,Yes,Senior
CUST03302,Female,34 ,UK,Premium,649,59,72,Horror,3,3,35,7,1,75,1,No,Yes,Adult
CUST03303,Female,64 ,Japan,Basic,199,27,29,Drama,4,2,22,7,4,77,7,No,Yes,Senior
CUST03304,Female,30 ,Australia,Standard,499,39,39,Comedy,5,2,43,6,1,52,10,No,No,Adult
CUST03305,Male,32 ,Brazil,Standard,499,22,61,Romance,1,3,35,7,0,43,6,Yes,No,Adult
CUST03306,Male,19 ,Japan,Standard,499,32,49,Documentary,4,5,34,0,3,9,7,Yes,No,Young
CUST03307,Female,33 ,France,Standard,499,56,44,Documentary,2,4,6,0,1,1,5,No,No,Adult
CUST03308,Female,33 ,Japan,Premium,649,70,38,Comedy,4,5,15,6,2,36,2,Yes,No,Adult
CUST03309,Female,21 ,UK,Standard,499,31,43,Documentary,1,3,4,3,1,49,6,Yes,No,Young
CUST03310,Female,50 ,Australia,Basic,199,26,38,Documentary,3,2,47,8,5,20,2,Yes,Yes,Middle Aged
CUST03311,Female,49 ,Japan,Basic,199,59,46,Thriller,4,1,42,0,1,81,9,No,No,Middle Aged
